NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,본번,부번,단지명,전용면적(㎡),층,건물명
213,전남광주통합특별시 동구 서석동,9*,8m미만,26.54,월세,202512,27,200,33,2009.0,백서로167번길,202512~202612,신규,-,,,단독다가구,,,,,,
214,전남광주통합특별시 남구 월산동,1***,12m미만,23.06,월세,202512,27,300,35,2019.0,군분로65번길,202512~202612,신규,-,,,단독다가구,,,,,,
215,전남광주통합특별시 북구 용봉동,1***,12m미만,25.13,월세,202512,27,300,42,,용주로,202601~202701,신규,-,,,단독다가구,,,,,,
217,전남광주통합특별시 북구 용봉동,1**,8m미만,26.7,월세,202512,27,200,36,,우치로110번길,202602~202701,신규,-,,,단독다가구,,,,,,
218,전남광주통합특별시 북구 용봉동,1**,8m미만,26.7,월세,202512,27,200,36,2018.0,우치로110번길,202602~202701,신규,-,,,단독다가구,,,,,,
219,전남광주통합특별시 동구 지산동,4**,8m미만,21.0,월세,202512,27,200,24,2018.0,지산로56번길,202512~202612,신규,-,,,단독다가구,,,,,,
220,전남광주통합특별시 광산구 장덕동,1***,12m미만,27.49,월세,202512,27,200,34,2014.0,장덕로50번길,202601~202701,신규,-,,,단독다가구,,,,,,
221,전남광주통합특별시 광양시 광양읍 덕례리,1***,12m미만,38.64,월세,202512,27,500,50,2020.0,예구7길,202512~202612,신규,-,,,단독다가구,,,,,,
222,전남광주통합특별시 남구 송하동,4**,8m미만,28.93,월세,202512,27,"2,000",37,,입하1길,202512~202612,신규,-,,,단독다가구,,,,,,
223,전남광주통합특별시 장흥군 장흥읍 동동리,2**,8m미만,19.87,월세,202512,27,"2,300",8,,진골목길,202512~202712,신규,-,,,단독다가구,,,,,,
224,전남광주통합특별시 북구 삼각동,7**,12m미만,33.0,월세,202512,27,"1,000",20,2011.0,설죽로455번길,202601~202612,신규,-,,,단독다가구,,,,,,
226,전남광주통합특별시 광산구 송정동,7**,12m미만,22.0,월세,202512,27,200,30,2017.0,내상로15번길,202601~202701,신규,-,,,단독다가구,,,,,,
229,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,30.0,월세,202512,27,200,40,2019.0,송산3길,202512~202612,신규,-,,,단독다가구,,,,,,
230,전남광주통합특별시 광산구 산정동,9**,8m미만,15.6,월세,202512,27,200,30,2020.0,산정로50번길,202512~202612,신규,-,,,단독다가구,,,,,,
232,전남광주통합특별시 목포시 상동,7**,12m미만,25.0,월세,202512,27,200,30,2001.0,하당로241번길,-,-,-,,,단독다가구,,,,,,
233,전남광주통합특별시 북구 문흥동,7**,12m미만,26.0,월세,202512,27,200,40,2020.0,서방로39번길,202601~202701,신규,-,,,단독다가구,,,,,,
234,전남광주통합특별시 동구 지산동,4**,8m미만,20.0,월세,202512,27,200,40,2015.0,지산로57번길,202601~202612,신규,-,,,단독다가구,,,,,,
235,전남광주통합특별시 동구 동명동,2**,12m미만,20.0,월세,202512,27,100,35,2010.0,동명로25번길,202512~202612,신규,-,,,단독다가구,,,,,,
236,전남광주통합특별시 북구 운암동,8**,8m미만,25.5,월세,202512,27,200,30,,동운로201번길,202512~202612,신규,-,,,단독다가구,,,,,,
237,전남광주통합특별시 여수시 미평동,6**,12m미만,35.0,월세,202512,27,100,30,2010.0,미평10길,202512~202612,신규,-,,,단독다가구,,,,,,
238,전남광주통합특별시 서구 쌍촌동,1***,25m이상,25.64,월세,202512,27,200,38,2010.0,월드컵4강로,202512~202612,신규,-,,,단독다가구,,,,,,
239,전남광주통합특별시 서구 쌍촌동,9**,12m미만,25.64,월세,202512,27,200,30,2014.0,쌍촌로65번길,202512~202612,신규,-,,,단독다가구,,,,,,
240,전남광주통합특별시 서구 쌍촌동,1***,25m미만,35.0,월세,202512,27,200,40,2005.0,상일로,202601~202701,신규,-,,,단독다가구,,,,,,
241,전남광주통합특별시 여수시 봉산동,2**,12m미만,16.5,전세,202512,27,"2,000",0,1983.0,봉산남6길,202601~202801,신규,-,,,단독다가구,,,,,,
242,전남광주통합특별시 여수시 덕충동,2***,12m미만,28.03,월세,202512,27,300,38,2020.0,박람회길,202601~202612,신규,-,,,단독다가구,,,,,,
243,전남광주통합특별시 서구 풍암동,9**,12m미만,33.0,월세,202512,27,300,33,2007.0,풍암운리로41번길,202512~202612,신규,-,,,단독다가구,,,,,,
244,전남광주통합특별시 서구 풍암동,1***,12m미만,33.11,월세,202512,27,200,40,2012.0,풍암2로53번길,202601~202701,신규,-,,,단독다가구,,,,,,
245,전남광주통합특별시 서구 치평동,1***,12m미만,33.0,월세,202512,27,300,48,2007.0,상무화원로32번길,202512~202612,신규,-,,,단독다가구,,,,,,
246,전남광주통합특별시 여수시 선원동,1**,12m미만,30.0,월세,202512,27,100,40,2012.0,선원2길,202512~202608,신규,-,,,단독다가구,,,,,,
247,전남광주통합특별시 순천시 연향동,1***,12m미만,40.0,월세,202512,26,500,35,2011.0,율산2길,202512~202612,신규,-,,,단독다가구,,,,,,
248,전남광주통합특별시 여수시 미평동,3**,12m미만,25.14,월세,202512,26,200,29,2019.0,미평10길,202602~202702,신규,-,,,단독다가구,,,,,,
250,전남광주통합특별시 순천시 매곡동,4**,8m미만,27.0,월세,202512,26,200,40,2016.0,북정2길,202512~202612,갱신,-,200,40.0,단독다가구,,,,,,
252,전남광주통합특별시 여수시 화장동,7**,8m미만,30.0,월세,202512,26,200,40,2015.0,화산2길,202601~202612,신규,-,,,단독다가구,,,,,,
255,전남광주통합특별시 서구 치평동,1***,12m미만,28.0,월세,202512,26,300,45,2014.0,상무화원로17번길,202601~202701,신규,-,,,단독다가구,,,,,,
256,전남광주통합특별시 서구 쌍촌동,4**,8m미만,31.35,월세,202512,26,300,47,2017.0,화정로74번길,202512~202612,신규,-,,,단독다가구,,,,,,
257,전남광주통합특별시 나주시 송월동,1***,12m미만,27.18,월세,202512,26,200,53,2013.0,송월6길,202601~202607,신규,-,,,단독다가구,,,,,,
258,전남광주통합특별시 서구 쌍촌동,9**,12m미만,33.54,월세,202512,26,200,40,2015.0,상무대로868번길,202512~202612,신규,-,,,단독다가구,,,,,,
260,전남광주통합특별시 북구 용봉동,1***,8m미만,15.25,월세,202512,26,200,37,2021.0,용주로40번길,202601~202612,신규,-,,,단독다가구,,,,,,
261,전남광주통합특별시 광산구 흑석동,6**,25m미만,26.68,월세,202512,26,300,55,2022.0,마항길,202601~202701,신규,-,,,단독다가구,,,,,,
262,전남광주통합특별시 서구 농성동,6**,12m미만,18.75,월세,202512,26,200,39,2019.0,화정로309번길,202512~202612,신규,-,,,단독다가구,,,,,,
263,전남광주통합특별시 서구 농성동,6**,12m미만,18.26,월세,202512,26,200,37,2021.0,군분로222번길,202601~202701,신규,-,,,단독다가구,,,,,,
264,전남광주통합특별시 북구 용봉동,1***,12m미만,22.66,월세,202512,26,300,60,2022.0,용주로30번길,202601~202701,신규,-,,,단독다가구,,,,,,
266,전남광주통합특별시 북구 용봉동,1***,12m미만,23.14,월세,202512,26,300,49,2020.0,용주로8번길,202512~202612,신규,-,,,단독다가구,,,,,,
267,전남광주통합특별시 북구 용봉동,1***,12m미만,20.96,월세,202512,26,200,40,2020.0,설죽로251번길,202512~202612,신규,-,,,단독다가구,,,,,,
268,전남광주통합특별시 북구 용봉동,1***,8m미만,19.72,월세,202512,26,200,28,2007.0,반룡로28번길,202512~202612,신규,-,,,단독다가구,,,,,,
269,전남광주통합특별시 북구 용봉동,1***,8m미만,18.0,월세,202512,26,200,29,2018.0,반룡로,202512~202608,갱신,-,200,29.0,단독다가구,,,,,,
271,전남광주통합특별시 북구 신안동,4**,12m미만,23.79,월세,202512,26,200,30,2011.0,서암대로119번길,202512~202612,신규,-,,,단독다가구,,,,,,
272,전남광주통합특별시 순천시 해룡면 상삼리,6**,12m미만,36.0,월세,202512,26,300,29,2008.0,신흥중2길,202512~202612,신규,-,,,단독다가구,,,,,,
274,전남광주통합특별시 광산구 월곡동,5**,25m미만,40.0,월세,202512,26,200,45,2018.0,월곡반월로,202512~202712,신규,-,,,단독다가구,,,,,,
277,전남광주통합특별시 광산구 신창동,1***,12m미만,25.54,월세,202512,26,100,27,2009.0,신창로48번길,202512~202612,신규,-,,,단독다가구,,,,,,
279,전남광주통합특별시 광양시 광양읍 덕례리,1***,8m미만,26.5,월세,202512,26,100,35,2017.0,회암길,202512~202612,신규,-,,,단독다가구,,,,,,
281,전남광주통합특별시 북구 양산동,8**,12m미만,27.58,월세,202512,26,200,30,2011.0,양산택지로33번길,202512~202612,신규,-,,,단독다가구,,,,,,
282,전남광주통합특별시 북구 양산동,2**,12m미만,27.48,월세,202512,26,300,47,,연양로40번길,202512~202712,신규,-,,,단독다가구,,,,,,
283,전남광주통합특별시 무안군 청계면 도림리,3**,8m미만,24.0,월세,202512,26,30,33,,도림길,202512~202606,신규,-,,,단독다가구,,,,,,
284,전남광주통합특별시 광산구 도산동,1***,12m미만,34.0,월세,202512,26,300,45,2012.0,남동길30번길,202601~202701,신규,-,,,단독다가구,,,,,,
285,전남광주통합특별시 동구 학동,5**,8m미만,26.0,월세,202512,26,200,37,1990.0,필문대로,202601~202801,신규,-,,,단독다가구,,,,,,
287,전남광주통합특별시 남구 월산동,1***,12m미만,29.46,월세,202512,26,300,50,2021.0,수박등로6번길,202512~202612,신규,-,,,단독다가구,,,,,,
288,전남광주통합특별시 동구 지산동,4**,8m미만,38.0,월세,202512,26,"3,000",30,2023.0,필문대로263번길,202602~202702,신규,-,,,단독다가구,,,,,,
292,전남광주통합특별시 동구 동명동,1**,8m미만,20.0,월세,202512,26,200,40,2017.0,백서로,202512~202612,신규,-,,,단독다가구,,,,,,
294,전남광주통합특별시 광산구 수완동,1***,25m미만,35.18,월세,202512,26,300,41,2013.0,수완로11번안길,202512~202612,신규,-,,,단독다가구,,,,,,
295,전남광주통합특별시 광산구 수완동,1***,12m미만,25.64,월세,202512,26,200,30,2013.0,수완로74번길,202512~202612,신규,-,,,단독다가구,,,,,,
296,전남광주통합특별시 광산구 수완동,1***,12m미만,30.0,월세,202512,26,200,44,2012.0,수완로106번길,202601~202701,신규,-,,,단독다가구,,,,,,
297,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,29.0,월세,202512,26,200,37,2019.0,송산3길,202601~202701,신규,-,,,단독다가구,,,,,,
298,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,30.0,월세,202512,26,300,65,2024.0,매안2길,202601~202701,신규,-,,,단독다가구,,,,,,
299,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202512,26,300,56,2021.0,송산2길,202601~202612,신규,-,,,단독다가구,,,,,,
300,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202512,26,200,35,2017.0,송산4길,202601~202701,신규,-,,,단독다가구,,,,,,
301,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,30.0,월세,202512,26,200,42,2016.0,매안4길,202512~202612,신규,-,,,단독다가구,,,,,,
302,전남광주통합특별시 해남군 해남읍 구교리,3**,12m미만,33.0,월세,202512,25,500,40,1990.0,서성1길,202512~202712,신규,-,,,단독다가구,,,,,,
303,전남광주통합특별시 광산구 소촌동,1**,8m미만,29.0,월세,202512,25,200,32,2006.0,송정공원로,202601~202701,신규,-,,,단독다가구,,,,,,
304,전남광주통합특별시 북구 오치동,9**,12m미만,39.0,월세,202512,25,300,50,2001.0,오산정길7번길,202601~202701,신규,-,,,단독다가구,,,,,,
305,전남광주통합특별시 광산구 장덕동,1***,25m이상,19.0,월세,202512,25,200,30,2011.0,풍영로,202601~202612,신규,-,,,단독다가구,,,,,,
306,전남광주통합특별시 남구 월산동,1***,8m미만,29.66,월세,202512,25,"2,000",48,2020.0,군분로82번길,202512~202612,신규,-,,,단독다가구,,,,,,
307,전남광주통합특별시 광산구 하남동,6**,12m미만,25.7,월세,202512,25,200,35,2011.0,하남대로54번안길,202512~202612,신규,-,,,단독다가구,,,,,,
308,전남광주통합특별시 광산구 장덕동,1***,12m미만,20.0,월세,202512,25,200,30,2012.0,장덕로50번길,202512~202612,신규,-,,,단독다가구,,,,,,
312,전남광주통합특별시 광산구 신창동,1***,12m미만,33.0,월세,202512,25,200,30,2012.0,신창로138번길,202512~202612,신규,-,,,단독다가구,,,,,,
313,전남광주통합특별시 광산구 신창동,1***,12m미만,28.0,월세,202512,25,300,29,2006.0,장신로309번길,202602~202702,신규,-,,,단독다가구,,,,,,
315,전남광주통합특별시 무안군 청계면 도림리,2**,8m미만,33.0,월세,202512,25,30,28,2008.0,승달산길,202512~202612,신규,-,,,단독다가구,,,,,,
316,전남광주통합특별시 무안군 청계면 도림리,4**,12m미만,30.0,월세,202512,25,30,37,2012.0,도림길,202512~202612,신규,-,,,단독다가구,,,,,,
317,전남광주통합특별시 동구 지산동,7**,8m미만,25.0,월세,202512,25,200,29,2016.0,지산로89번길,202512~202612,신규,-,,,단독다가구,,,,,,
318,전남광주통합특별시 동구 지산동,7**,12m미만,20.0,월세,202512,25,200,30,,지산로85번길,202512~202612,신규,-,,,단독다가구,,,,,,
319,전남광주통합특별시 남구 백운동,5**,12m미만,22.05,월세,202512,25,500,42,2019.0,백운로25번길,202512~202612,신규,-,,,단독다가구,,,,,,
320,전남광주통합특별시 동구 동명동,1**,8m미만,26.0,월세,202512,25,200,25,2011.0,동계천로,-,-,-,,,단독다가구,,,,,,
321,전남광주통합특별시 북구 두암동,2**,12m미만,17.57,월세,202512,25,300,30,2022.0,군왕로46번길,202512~202612,신규,-,,,단독다가구,,,,,,
322,전남광주통합특별시 남구 월산동,1***,8m미만,29.0,월세,202512,25,"2,000",48,2020.0,군분로82번길,-,-,-,,,단독다가구,,,,,,
323,전남광주통합특별시 서구 쌍촌동,5**,12m미만,29.75,월세,202512,25,400,40,2012.0,쌍촌로47번길,202601~202701,신규,-,,,단독다가구,,,,,,
324,전남광주통합특별시 여수시 덕충동,2***,8m미만,39.6,월세,202512,25,300,38,2017.0,박람회길,202601~202612,신규,-,,,단독다가구,,,,,,
325,전남광주통합특별시 서구 풍암동,9**,25m이상,30.0,월세,202512,25,300,40,2012.0,회재로,202512~202612,신규,-,,,단독다가구,,,,,,
326,전남광주통합특별시 여수시 선원동,1***,12m미만,30.0,월세,202512,25,200,53,2020.0,선원5길,202601~202701,신규,-,,,단독다가구,,,,,,
328,전남광주통합특별시 여수시 미평동,8**,8m미만,20.0,월세,202512,25,50,29,2017.0,양지6길,202601~202701,신규,-,,,단독다가구,,,,,,
329,전남광주통합특별시 서구 치평동,1***,12m미만,29.42,월세,202512,25,300,60,2020.0,상무화원로,202512~202612,신규,-,,,단독다가구,,,,,,
331,전남광주통합특별시 여수시 덕충동,2***,8m미만,39.6,월세,202512,25,200,36,2018.0,박람회길,202512~202612,신규,-,,,단독다가구,,,,,,
332,전남광주통합특별시 여수시 화장동,7**,8m미만,32.4,월세,202512,25,200,40,2017.0,화산2길,202512~202612,신규,-,,,단독다가구,,,,,,
333,전남광주통합특별시 서구 내방동,8**,12m미만,21.03,월세,202512,25,300,48,2022.0,상무대로1005번길,202512~202612,신규,-,,,단독다가구,,,,,,
334,전남광주통합특별시 서구 쌍촌동,9**,8m미만,21.5,월세,202512,24,300,52,2019.0,상무대로935번길,202512~202612,신규,-,,,단독다가구,,,,,,
335,전남광주통합특별시 서구 쌍촌동,1***,12m미만,20.0,월세,202512,24,200,30,2017.0,상무오월로19번길,202512~202612,신규,-,,,단독다가구,,,,,,
336,전남광주통합특별시 여수시 덕충동,2***,8m미만,30.0,월세,202512,24,200,48,2017.0,박람회길,202512~202612,신규,-,,,단독다가구,,,,,,
338,전남광주통합특별시 서구 쌍촌동,9**,12m미만,19.0,월세,202512,24,150,28,2011.0,쌍촌로65번길,202512~202612,신규,-,,,단독다가구,,,,,,
339,전남광주통합특별시 순천시 조례동,1***,12m미만,28.0,월세,202512,24,300,25,2012.0,왕궁2길,202512~202612,갱신,-,300,25.0,단독다가구,,,,,,
340,전남광주통합특별시 서구 화정동,1**,12m미만,24.0,월세,202512,24,200,35,2013.0,내방마을2길,202601~202701,신규,-,,,단독다가구,,,,,,
341,전남광주통합특별시 여수시 덕충동,2***,8m미만,30.0,월세,202512,24,200,48,2017.0,박람회길,202512~202612,신규,-,,,단독다가구,,,,,,
342,전남광주통합특별시 순천시 연향동,1***,12m미만,26.82,월세,202512,24,"1,000",48,,성죽길,202601~202801,신규,-,,,단독다가구,,,,,,
345,전남광주통합특별시 북구 중흥동,2**,8m미만,35.0,월세,202512,24,200,39,2014.0,중문로9번길,-,-,-,,,단독다가구,,,,,,
